Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
040208|AREQUIPA|CAMANÁ|SAMUEL PASTOR|MUNICIPALIDAD DISTRITAL DE SAMUEL PASTOR|Jr. La Pampa N° 308
040301|AREQUIPA|CARAVELÍ|CARAVELÍ|MUNICIPALIDAD PROVINCIAL DE CARAVELÍ|Jr. José Félix Andía N° 401 Mz. L1 Lt. 3
040302|AREQUIPA|CARAVELÍ|ACARI|MUNICIPALIDAD DISTRITAL DE ACARI|Calle Acarí S/N Mz. 35 Lt. 1 - Plaza Principal
040303|AREQUIPA|CARAVELÍ|ATICO|MUNICIPALIDAD DISTRITAL DE ATICO|Av. San Pedro S/N Mz. 85 Lt. 3
040304|AREQUIPA|CARAVELÍ|ATIQUIPA|MUNICIPALIDAD DISTRITAL DE ATIQUIPA|Plaza Principal S/N
040305|AREQUIPA|CARAVELÍ|BELLA UNIÓN|MUNICIPALIDAD DISTRITAL DE BELLA UNIÓN|Jr. Ludgardo Morales S/N Mz. 25 Lt. 1
040306|AREQUIPA|CARAVELÍ|CAHUACHO|MUNICIPALIDAD DISTRITAL DE CAHUACHO|Av. Libertad S/N
040307|AREQUIPA|CARAVELÍ|CHALA|MUNICIPALIDAD DISTRITAL DE CHALA|Calle Comercio N° 210
040308|AREQUIPA|CARAVELÍ|CHAPARRA|MUNICIPALIDAD DISTRITAL DE CHAPARRA|Av. Principal S/N
040309|AREQUIPA|CARAVELÍ|HUANUHUANU|MUNICIPALIDAD DISTRITAL DE HUANUHUANU|Av. Julián Dongo Chacón S/N Mz. C Lt. 1
040310|AREQUIPA|CARAVELÍ|JAQUI|MUNICIPALIDAD DISTRITAL DE JAQUI|Calle Sologuren S/N Mz. F Lt. 2 - Plaza de Armas
040311|AREQUIPA|CARAVELÍ|LOMAS|MUNICIPALIDAD DISTRITAL DE LOMAS|Calle Principal S/N
040312|AREQUIPA|CARAVELÍ|QUICACHA|MUNICIPALIDAD DISTRITAL DE QUICACHA|Plaza de Armas S/N
040313|AREQUIPA|CARAVELÍ|YAUCA|MUNICIPALIDAD DISTRITAL DE YAUCA|Calle General Segura S/N Mz. 24 Lt. 1 - Plaza de Armas
040401|AREQUIPA|CASTILLA|APLAO|MUNICIPALIDAD PROVINCIAL DE APLAO|Plaza Buenos Aires N° 100
040402|AREQUIPA|CASTILLA|ANDAGUA|MUNICIPALIDAD DISTRITAL DE ANDAGUA|Plaza Principal S/N
040403|AREQUIPA|CASTILLA|AYO|MUNICIPALIDAD DISTRITAL DE AYO|Plaza Principal S/N
040404|AREQUIPA|CASTILLA|CHACHAS|MUNICIPALIDAD DISTRITAL DE CHACHAS|Plaza de Armas S/N
040405|AREQUIPA|CASTILLA|CHILCAYMARCA|MUNICIPALIDAD DISTRITAL DE CHILCAYMARCA|Plaza Principal S/N
040406|AREQUIPA|CASTILLA|CHOCO|MUNICIPALIDAD DISTRITAL DE CHOCO|Plaza Principal S/N
040407|AREQUIPA|CASTILLA|HUANCARQUI|MUNICIPALIDAD DISTRITAL DE HUANCARQUI|Calle 7 de Junio N° 711
040408|AREQUIPA|CASTILLA|MACHAGUAY|MUNICIPALIDAD DISTRITAL DE MACHAGUAY|Plaza Principal S/N
040409|AREQUIPA|CASTILLA|ORCOPAMPA|MUNICIPALIDAD DISTRITAL DE ORCOPAMPA|Plaza Principal S/N
040410|AREQUIPA|CASTILLA|PAMPACOLCA|MUNICIPALIDAD DISTRITAL DE PAMPACOLCA|Plaza Municipal S/N
040411|AREQUIPA|CASTILLA|TIPÁN|MUNICIPALIDAD DISTRITAL DE TIPÁN|Calle Ramon Castilla S/N Mz. N Lt. 5
040412|AREQUIPA|CASTILLA|UÑÓN|MUNICIPALIDAD DISTRITAL DE UÑÓN|Plaza de Armas S/N
040413|AREQUIPA|CASTILLA|URACA|MUNICIPALIDAD DISTRITAL DE URACA|Plaza 28 de Julio N° 215 Mz. D Lt. 1
040414|AREQUIPA|CASTILLA|VIRACO|MUNICIPALIDAD DISTRITAL DE VIRACO|Plaza de Armas S/N
040501|AREQUIPA|CAYLLOMA|CHIVAY|MUNICIPALIDAD PROVINCIAL DE CHIVAY|Plaza de Armas N° 104
040502|AREQUIPA|CAYLLOMA|ACHOMA|MUNICIPALIDAD DISTRITAL DE ACHOMA|Plaza Principal S/N
040503|AREQUIPA|CAYLLOMA|CABANACONDE|MUNICIPALIDAD DISTRITAL DE CABANACONDE|Plaza Principal S/N
040504|AREQUIPA|CAYLLOMA|CALLALLI|MUNICIPALIDAD DISTRITAL DE CALLALLI|Plaza Principal S/N
040505|AREQUIPA|CAYLLOMA|CAYLLOMA|MUNICIPALIDAD DISTRITAL DE CAYLLOMA|Plaza de Armas S/N
040506|AREQUIPA|CAYLLOMA|COPORAQUE|MUNICIPALIDAD DISTRITAL DE COPORAQUE|Plaza Principal N° 103
040507|AREQUIPA|CAYLLOMA|HUAMBO|MUNICIPALIDAD DISTRITAL DE HUAMBO|Plaza de Armas S/N
040508|AREQUIPA|CAYLLOMA|HUANCA|MUNICIPALIDAD DISTRITAL DE HUANCA|Plaza de Armas S/N
040509|AREQUIPA|CAYLLOMA|ICHUPAMPA|MUNICIPALIDAD DISTRITAL DE ICHUPAMPA|Plaza de Armas S/N
040510|AREQUIPA|CAYLLOMA|LARI|MUNICIPALIDAD DISTRITAL DE LARI|Av. Ucayali N° 400
040511|AREQUIPA|CAYLLOMA|LLUTA|MUNICIPALIDAD DISTRITAL DE LLUTA|Calle Primero de Mayo N° 100 - Plaza Libertad
040512|AREQUIPA|CAYLLOMA|MACA|MUNICIPALIDAD DISTRITAL DE MACA|Plaza Principal S/N
040513|AREQUIPA|CAYLLOMA|MADRIGAL|MUNICIPALIDAD DISTRITAL DE MADRIGAL|Plaza Principal S/N
040514|AREQUIPA|CAYLLOMA|SAN ANTONIO DE CHUCA|MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CHUCA|Plaza Principal S/N - Imata
040515|AREQUIPA|CAYLLOMA|SIBAYO|MUNICIPALIDAD DISTRITAL DE SIBAYO|Plaza de Armas N° 101
040516|AREQUIPA|CAYLLOMA|TAPAY|MUNICIPALIDAD DISTRITAL DE TAPAY|Plaza de Armas S/N
040517|AREQUIPA|CAYLLOMA|TISCO|MUNICIPALIDAD DISTRITAL DE TISCO|Plaza Principal S/N
040518|AREQUIPA|CAYLLOMA|TUTI|MUNICIPALIDAD DISTRITAL DE TUTI|Plaza Principal S/N
040519|AREQUIPA|CAYLLOMA|YANQUE|MUNICIPALIDAD DISTRITAL DE YANQUE|Plaza de Armas S/N
040520|AREQUIPA|CAYLLOMA|MAJES|MUNICIPALIDAD DISTRITAL DE MAJES|Av. Municipal S/N Mz. 3EF Lt. F3
040601|AREQUIPA|CONDESUYOS|CHUQUIBAMBA|MUNICIPALIDAD PROVINCIAL DE CHUQUIBAMBA|Av. Marical Castilla N° 106
040602|AREQUIPA|CONDESUYOS|ANDARAY|MUNICIPALIDAD DISTRITAL DE ANDARAY|Av. Principal S/N
040603|AREQUIPA|CONDESUYOS|CAYARANI|MUNICIPALIDAD DISTRITAL DE CAYARANI|Jr. Manco Cápac S/N
040604|AREQUIPA|CONDESUYOS|CHICHAS|MUNICIPALIDAD DISTRITAL DE CHICHAS|Plaza Principal S/N
040605|AREQUIPA|CONDESUYOS|IRAY|MUNICIPALIDAD DISTRITAL DE IRAY|El Mirador de Santa Cruz S/N
040606|AREQUIPA|CONDESUYOS|RÍO GRANDE|MUNICIPALIDAD DISTRITAL DE RÍO GRANDE|Plaza Principal Iquipi S/N
040607|AREQUIPA|CONDESUYOS|SALAMANCA|MUNICIPALIDAD DISTRITAL DE SALAMANCA|Plaza de Armas S/N Mz. S Lt. 15
040608|AREQUIPA|CONDESUYOS|YANAQUIHUA|MUNICIPALIDAD DISTRITAL DE YANAQUIHUA|Calle Grau S/N Mz. Z Lt. 4 - Plaza de Armas
040701|AREQUIPA|ISLAY|MOLLENDO|MUNICIPALIDAD PROVINCIAL DE MOLLENDO|Jr. Arequipa N° 261
040702|AREQUIPA|ISLAY|COCACHACRA|MUNICIPALIDAD DISTRITAL DE COCACHACRA|Av. Libertad N° 300
040703|AREQUIPA|ISLAY|DEAN VALDIVIA|MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA|Av. Dean Valdivia N° 504
040704|AREQUIPA|ISLAY|ISLAY|MUNICIPALIDAD DISTRITAL DE ISLAY|Av. Arequipa N° 175
040705|AREQUIPA|ISLAY|MEJÍA|MUNICIPALIDAD DISTRITAL DE MEJÍA|Av. Tambo N° 505
040706|AREQUIPA|ISLAY|PUNTA DE BOMBÓN|MUNICIPALIDAD DISTRITAL DE PUNTA DE BOMBÓN|Plaza 28 de Julio S/N
040801|AREQUIPA|LA UNIÓN|COTAHUASI|MUNICIPALIDAD PROVINCIAL DE COTAHUASI|Plaza Concepción N° 110
040802|AREQUIPA|LA UNIÓN|ALCA|MUNICIPALIDAD DISTRITAL DE ALCA|Calle Casimiro Peralta N° 103
040803|AREQUIPA|LA UNIÓN|CHARCANA|MUNICIPALIDAD DISTRITAL DE CHARCANA|Plaza de Armas S/N
040804|AREQUIPA|LA UNIÓN|HUAYNACOTAS|MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS|Plaza Principal S/N
040805|AREQUIPA|LA UNIÓN|PAMPAMARCA|MUNICIPALIDAD DISTRITAL DE PAMPAMARCA|Plaza Principal S/N
040806|AREQUIPA|LA UNIÓN|PUYCA|MUNICIPALIDAD DISTRITAL DE PUYCA|Plaza Principal S/N
040807|AREQUIPA|LA UNIÓN|QUECHUALLA|MUNICIPALIDAD DISTRITAL DE QUECHUALLA|Plaza Principal S/N
040808|AREQUIPA|LA UNIÓN|SAYLA|MUNICIPALIDAD DISTRITAL DE SAYLA|Plaza de Armas S/N
040809|AREQUIPA|LA UNIÓN|TAURIA|MUNICIPALIDAD DISTRITAL DE TAURIA|Calle Ernesto Torres S/N
040810|AREQUIPA|LA UNIÓN|TOMEPAMPA|MUNICIPALIDAD DISTRITAL DE TOMEPAMPA|Plaza de Armas N° 109
040811|AREQUIPA|LA UNIÓN|TORO|MUNICIPALIDAD DISTRITAL DE TORO|Plaza Principal S/N
050101|AYACUCHO|HUAMANGA|AYACUCHO|MUNICIPALIDAD PROVINCIAL DE AYACUCHO|Calle Portal Municipal N° 144
050102|AYACUCHO|HUAMANGA|ACOCRO|MUNICIPALIDAD DISTRITAL DE ACOCRO|Plaza Principal S/N
050103|AYACUCHO|HUAMANGA|ACOS VINCHOS|MUNICIPALIDAD DISTRITAL DE ACOS VINCHOS|Plaza Principal S/N
050104|AYACUCHO|HUAMANGA|CARMEN ALTO|MUNICIPALIDAD DISTRITAL DE CARMEN ALTO|Av. Libertadores N° 100
050105|AYACUCHO|HUAMANGA|CHIARA|MUNICIPALIDAD DISTRITAL DE CHIARA|Plaza de Armas S/N
050106|AYACUCHO|HUAMANGA|OCROS|MUNICIPALIDAD DISTRITAL DE OCROS|Plaza Principal de Ocros N° 100 Mz. I Lt. 4
050107|AYACUCHO|HUAMANGA|PACAYCASA|MUNICIPALIDAD DISTRITAL DE PACAYCASA|Plaza Principal S/N
050108|AYACUCHO|HUAMANGA|QUINUA|MUNICIPALIDAD DISTRITAL DE QUINUA|Plaza de Armas S/N
050109|AYACUCHO|HUAMANGA|SAN JOSÉ DE TICLLAS|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ DE TICLLAS|Plaza Principal S/N
050110|AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA|MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA|Jr. España N° 119 - Plaza Principal
050111|AYACUCHO|HUAMANGA|SANTIAGO DE PISCHA|MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PISCHA|Plaza Principal S/N
050112|AYACUCHO|HUAMANGA|SOCOS|MUNICIPALIDAD DISTRITAL DE SOCOS|Plaza Principal S/N
050113|AYACUCHO|HUAMANGA|TAMBILLO|MUNICIPALIDAD DISTRITAL DE TAMBILLO|Plaza Principal S/N
050114|AYACUCHO|HUAMANGA|VINCHOS|MUNICIPALIDAD DISTRITAL DE VINCHOS|Plaza Principal S/N
