Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
200407|PIURA|MORROPÓN|SAN JUAN DE BIGOTE|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE|Calle Manuel Seoane N° 111 Mz. 37 Lt. 1
200408|PIURA|MORROPÓN|SANTA CATALINA DE MOSSA|MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA|Av. Ramón Castilla N° 371
200409|PIURA|MORROPÓN|SANTO DOMINGO|MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO|Calle Lima N° 115 Mz. 26 Lt. 3
200410|PIURA|MORROPÓN|YAMANGO|MUNICIPALIDAD DISTRITAL DE YAMANGO|Calle Néstor López S/N
200501|PIURA|PAITA|PAITA|MUNICIPALIDAD PROVINCIAL DE PAITA|Plaza de Armas S/N
200502|PIURA|PAITA|AMOTAPE|MUNICIPALIDAD DISTRITAL DE AMOTAPE|Plaza de Armas S/N
200503|PIURA|PAITA|ARENAL|MUNICIPALIDAD DISTRITAL DE ARENAL|Plaza de Armas S/N
200504|PIURA|PAITA|COLAN|MUNICIPALIDAD DISTRITAL DE COLAN|Jr. Bolívar N° 302
200505|PIURA|PAITA|LA HUACA|MUNICIPALIDAD DISTRITAL DE LA HUACA|Calle Espinar S/N Lt. 1
200506|PIURA|PAITA|TAMARINDO|MUNICIPALIDAD DISTRITAL DE TAMARINDO|Plaza de Armas S/N
200507|PIURA|PAITA|VICHAYAL|MUNICIPALIDAD DISTRITAL DE VICHAYAL|Calle Marical Castilla N° 106
200601|PIURA|SULLANA|SULLANA|MUNICIPALIDAD PROVINCIAL DE SULLANA|Calle Bolívar N° 160
200602|PIURA|SULLANA|BELLAVISTA|MUNICIPALIDAD DISTRITAL DE BELLAVISTA|Calle Morropón N° 500
200603|PIURA|SULLANA|IGNACIO ESCUDERO|MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO|Jr. Floro Castillo N° 121
200604|PIURA|SULLANA|LANCONES|MUNICIPALIDAD DISTRITAL DE LANCONES|Plaza de Armas S/N
200605|PIURA|SULLANA|MARCAVELICA|MUNICIPALIDAD DISTRITAL DE MARCAVELICA|Plaza Miguel Grau S/N Mz. J Lt. 19
200606|PIURA|SULLANA|MIGUEL CHECA|MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA|Av. Victoria N° 485
200607|PIURA|SULLANA|QUERECOTILLO|MUNICIPALIDAD DISTRITAL DE QUERECOTILLO|Calle Miguel Grau N° 112
200608|PIURA|SULLANA|SALITRAL|MUNICIPALIDAD DISTRITAL DE SALITRAL|Av. 27 de Octubre N° 202 Mz. 20 Lt. 5
200701|PIURA|TALARA|PARIÑAS|MUNICIPALIDAD PROVINCIAL DE PARIÑAS|Av. José Faustino Sánchez Carrión S/N
200702|PIURA|TALARA|EL ALTO|MUNICIPALIDAD DISTRITAL DE EL ALTO|Plaza de Armas S/N
200703|PIURA|TALARA|LA BREA|MUNICIPALIDAD DISTRITAL DE LA BREA|Av. José Gálvez N° 260
200704|PIURA|TALARA|LOBITOS|MUNICIPALIDAD DISTRITAL DE LOBITOS|Av. Nueva Ciudad de Lobitos S/N Mz. A Lt. 2
200705|PIURA|TALARA|LOS ÓRGANOS|MUNICIPALIDAD DISTRITAL DE LOS ÓRGANOS|Av. Panamericana S/N
200706|PIURA|TALARA|MÁNCORA|MUNICIPALIDAD DISTRITAL DE MÁNCORA|Av. Piura N° 532
200801|PIURA|SECHURA|SECHURA|MUNICIPALIDAD PROVINCIAL DE SECHURA|Calle 02 de Mayo N° 618
200802|PIURA|SECHURA|BELLAVISTA DE LA UNIÓN|MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNIÓN|Av. 15 de Agosto S/N
200803|PIURA|SECHURA|BERNAL|MUNICIPALIDAD DISTRITAL DE BERNAL|Calle Comercio N° 420 Mz. 16 Lt. 4
200804|PIURA|SECHURA|CRISTO NOS VALGA|MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA|Calle Dos de Mayo N° 603
200805|PIURA|SECHURA|VICE|MUNICIPALIDAD DISTRITAL DE VICE|Av. Miguel Félix Cerro Guerrero N° 285 Mz. 7 Lt. 11
200806|PIURA|SECHURA|RINCONADA LLICUAR|MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR|Av. Perú S/N
210101|PUNO|PUNO|PUNO|MUNICIPALIDAD PROVINCIAL DE PUNO|Jr. Deustua N° 458 - Plaza de Armas
210102|PUNO|PUNO|ACORA|MUNICIPALIDAD DISTRITAL DE ACORA|Jr. Lima N° 439
210103|PUNO|PUNO|AMANTANI|MUNICIPALIDAD DISTRITAL DE AMANTANI|Plaza de Armas S/N
210104|PUNO|PUNO|ATUNCOLLA|MUNICIPALIDAD DISTRITAL DE ATUNCOLLA|Jr. Libertad N° 110 Mz. G Lt. 1 Km. 3 - Plaza de Armas
210105|PUNO|PUNO|CAPACHICA|MUNICIPALIDAD DISTRITAL DE CAPACHICA|Plaza de Armas S/N
210106|PUNO|PUNO|CHUCUITO|MUNICIPALIDAD DISTRITAL DE CHUCUITO|Jr. Pasión N° 515
210107|PUNO|PUNO|COATA|MUNICIPALIDAD DISTRITAL DE COATA|Jr. Manco Cápac S/N Km. 1 - Plaza de Armas
210108|PUNO|PUNO|HUATA|MUNICIPALIDAD DISTRITAL DE HUATA|Jr. Lima N° 119 - Plaza San Martín
210109|PUNO|PUNO|MAÑAZO|MUNICIPALIDAD DISTRITAL DE MAÑAZO|Plaza de Armas S/N
210110|PUNO|PUNO|PAUCARCOLLA|MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA|Plaza de Armas S/N
210111|PUNO|PUNO|PICHACANI|MUNICIPALIDAD DISTRITAL DE PICHACANI|Jr. Túpac Amaru N° 464 Mz. A Lt. 6 Km. 2
210112|PUNO|PUNO|PLATERÍA|MUNICIPALIDAD DISTRITAL DE PLATERÍA|Plaza de Armas S/N
210113|PUNO|PUNO|SAN ANTONIO|MUNICIPALIDAD DISTRITAL DE SAN ANTONIO|Plaza de Armas S/N
210114|PUNO|PUNO|TIQUILLACA|MUNICIPALIDAD DISTRITAL DE TIQUILLACA|Jr. Independencia N° 180
210115|PUNO|PUNO|VILQUE|MUNICIPALIDAD DISTRITAL DE VILQUE|Jr. 11 de Noviembre N° 105
210201|PUNO|AZÁNGARO|AZÁNGARO|MUNICIPALIDAD PROVINCIAL DE AZÁNGARO|Jr. Azángaro N° 160 - Plaza San Bernardo
210202|PUNO|AZÁNGARO|ACHAYA|MUNICIPALIDAD DISTRITAL DE ACHAYA|Plaza de Armas Cercado N° 101
210203|PUNO|AZÁNGARO|ARAPA|MUNICIPALIDAD DISTRITAL DE ARAPA|Jr. Grau S/N - Plaza de Armas
210204|PUNO|AZÁNGARO|ASILLO|MUNICIPALIDAD DISTRITAL DE ASILLO|Plaza de Armas S/N
210205|PUNO|AZÁNGARO|CAMINACA|MUNICIPALIDAD DISTRITAL DE CAMINACA|Jr. 2 de Mayo N° 321 Mz. R7 Lt. 12 Km. 22.4
210206|PUNO|AZÁNGARO|CHUPA|MUNICIPALIDAD DISTRITAL DE CHUPA|Plaza de Armas S/N
210207|PUNO|AZÁNGARO|JOSÉ DOMINGO CHOQUEHUANCA|MUNICIPALIDAD DISTRITAL DE JOSÉ DOMINGO CHOQUEHUANCA|Jr. Pucará S/N
210208|PUNO|AZÁNGARO|MUÑANI|MUNICIPALIDAD DISTRITAL DE MUÑANI|Plaza de Armas S/N
210209|PUNO|AZÁNGARO|POTONI|MUNICIPALIDAD DISTRITAL DE POTONI|Plaza Pedro Vilcapaza S/N
210210|PUNO|AZÁNGARO|SAMAN|MUNICIPALIDAD DISTRITAL DE SAMAN|Jr. Azángaro N° 5 Mz. I Lt. 10 - Plaza de Armas
210211|PUNO|AZÁNGARO|SAN ANTÓN|MUNICIPALIDAD DISTRITAL DE SAN ANTÓN|Av. Túpac Amaru N° 380 Mz. B Lt. 2 Km. 976
210212|PUNO|AZÁNGARO|SAN JOSÉ|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ|Plaza Ramón Castilla S/N
210213|PUNO|AZÁNGARO|SAN JUAN DE SALINAS|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS|Jr. 28 de Julio S/N - Plaza de Armas
210214|PUNO|AZÁNGARO|SANTIAGO DE PUPUJA|MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA|Jr. Azángaro S/N
210215|PUNO|AZÁNGARO|TIRAPATA|MUNICIPALIDAD DISTRITAL DE TIRAPATA|Plaza de Armas S/N
210301|PUNO|CARABAYA|MACUSANI|MUNICIPALIDAD PROVINCIAL DE MACUSANI|Jr. Plaza 28 de Julio N° 401 Mz. C Lt. 2
210302|PUNO|CARABAYA|AJOYANI|MUNICIPALIDAD DISTRITAL DE AJOYANI|Plaza Manco Cápac S/N Mz. S
210303|PUNO|CARABAYA|AYAPATA|MUNICIPALIDAD DISTRITAL DE AYAPATA|Calle Cusco S/N
210304|PUNO|CARABAYA|COASA|MUNICIPALIDAD DISTRITAL DE COASA|Plaza de La Juventud S/N
210305|PUNO|CARABAYA|CORANI|MUNICIPALIDAD DISTRITAL DE CORANI|Plaza Rosario S/N
210306|PUNO|CARABAYA|CRUCERO|MUNICIPALIDAD DISTRITAL DE CRUCERO|Plaza La Libertad N° 104
210307|PUNO|CARABAYA|ITUATA|MUNICIPALIDAD DISTRITAL DE ITUATA|Plaza de Armas S/N
210308|PUNO|CARABAYA|OLLACHEA|MUNICIPALIDAD DISTRITAL DE OLLACHEA|Plaza de Armas S/N
210309|PUNO|CARABAYA|SAN GABÁN|MUNICIPALIDAD DISTRITAL DE SAN GABÁN|Av. 15 de Octubre S/N - Plaza de Armas
210310|PUNO|CARABAYA|USICAYOS|MUNICIPALIDAD DISTRITAL DE USICAYOS|Plaza Libertad S/N
210401|PUNO|CHUCUITO|JULI|MUNICIPALIDAD PROVINCIAL DE JULI|Jr. Loyola N° 104
210402|PUNO|CHUCUITO|DESAGUADERO|MUNICIPALIDAD DISTRITAL DE DESAGUADERO|Jr. Tahuantinsuyo N° 110
210403|PUNO|CHUCUITO|HUACULLANI|MUNICIPALIDAD DISTRITAL DE HUACULLANI|Jr. 28 de Julio - Plaza de Armas
210404|PUNO|CHUCUITO|KELLUYO|MUNICIPALIDAD DISTRITAL DE KELLUYO|Jr. Túpac Amaru S/N
210405|PUNO|CHUCUITO|PISACOMA|MUNICIPALIDAD DISTRITAL DE PISACOMA|Jr. Cultura S/N - Plaza de Armas
210406|PUNO|CHUCUITO|POMATA|MUNICIPALIDAD DISTRITAL DE POMATA|Av. Lima Norte S/N - Plaza de Armas
210407|PUNO|CHUCUITO|ZEPITA|MUNICIPALIDAD DISTRITAL DE ZEPITA|Jr. Yunguyo S/N Mz. 13G Lt. 1 - Plaza de Armas
210501|PUNO|EL COLLAO|ILAVE|MUNICIPALIDAD PROVINCIAL DE ILAVE|Jr. Independencia N° 210
210502|PUNO|EL COLLAO|CAPAZO|MUNICIPALIDAD DISTRITAL DE CAPAZO|Calle Cercado Túpac Amaru N° 135
210503|PUNO|EL COLLAO|PILCUYO|MUNICIPALIDAD DISTRITAL DE PILCUYO|Jr. Alfonso Ugarte S/N
210504|PUNO|EL COLLAO|SANTA ROSA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA|Jr. 2 de Mayo N° 220 - Plaza de Armas
210505|PUNO|EL COLLAO|CONDURIRI|MUNICIPALIDAD DISTRITAL DE CONDURIRI|Plaza de Armas S/N
210601|PUNO|HUANCANÉ|HUANCANÉ|MUNICIPALIDAD PROVINCIAL DE HUANCANÉ|Plaza de Armas S/N
210602|PUNO|HUANCANÉ|COJATA|MUNICIPALIDAD DISTRITAL DE COJATA|Plaza de Armas S/N
210603|PUNO|HUANCANÉ|HUATASANI|MUNICIPALIDAD DISTRITAL DE HUATASANI|Jr. San Martín N° 351 - Plaza de Armas
210604|PUNO|HUANCANÉ|INCHUPALLA|MUNICIPALIDAD DISTRITAL DE INCHUPALLA|Jr. Puno S/N
210605|PUNO|HUANCANÉ|PUSI|MUNICIPALIDAD DISTRITAL DE PUSI|Plaza de Armas S/N
210606|PUNO|HUANCANÉ|ROSASPATA|MUNICIPALIDAD DISTRITAL DE ROSASPATA|Plaza de Armas S/N
210607|PUNO|HUANCANÉ|TARACO|MUNICIPALIDAD DISTRITAL DE TARACO|Jr. Unión N° 490 - Plaza Grau
210608|PUNO|HUANCANÉ|VILQUE CHICO|MUNICIPALIDAD DISTRITAL DE VILQUE CHICO|Jr. Cojata S/N
210701|PUNO|LAMPA|LAMPA|MUNICIPALIDAD PROVINCIAL DE LAMPA|Plaza de Armas N° 100
210702|PUNO|LAMPA|CABANILLA|MUNICIPALIDAD DISTRITAL DE CABANILLA|Plaza de Armas S/N
210703|PUNO|LAMPA|CALAPUJA|MUNICIPALIDAD DISTRITAL DE CALAPUJA|Plaza de Armas N° 160
210704|PUNO|LAMPA|NICASIO|MUNICIPALIDAD DISTRITAL DE NICASIO|Plaza de Armas S/N
210705|PUNO|LAMPA|OCUVIRI|MUNICIPALIDAD DISTRITAL DE OCUVIRI|Plaza Simón Bolívar N° 101
210706|PUNO|LAMPA|PALCA|MUNICIPALIDAD DISTRITAL DE PALCA|Jr. 3 de Octubre S/N - Plaza de Armas
210707|PUNO|LAMPA|PARATIA|MUNICIPALIDAD DISTRITAL DE PARATIA|Plaza de Armas N° 1
210708|PUNO|LAMPA|PUCARÁ|MUNICIPALIDAD DISTRITAL DE PUCARÁ|Jr. San Román S/N - Plaza Simón Bolívar
210709|PUNO|LAMPA|SANTA LUCÍA|MUNICIPALIDAD DISTRITAL DE SANTA LUCÍA|Plaza de Armas N° 62
210710|PUNO|LAMPA|VILAVILA|MUNICIPALIDAD DISTRITAL DE VILAVILA|Plaza de Armas S/N
210801|PUNO|MELGAR|AYAVIRI|MUNICIPALIDAD PROVINCIAL DE AYAVIRI|Jr. Tacna N° 562
210802|PUNO|MELGAR|ANTAUTA|MUNICIPALIDAD DISTRITAL DE ANTAUTA|Plaza San Martín S/N
210803|PUNO|MELGAR|CUPI|MUNICIPALIDAD DISTRITAL DE CUPI|Plaza Túpac Amaru N° 115
210804|PUNO|MELGAR|LLALLI|MUNICIPALIDAD DISTRITAL DE LLALLI|Plaza Inca Garcilazo de La Vega N° 205
210805|PUNO|MELGAR|MACARI|MUNICIPALIDAD DISTRITAL DE MACARI|Plaza San Martín N° 115
210806|PUNO|MELGAR|NUÑOA|MUNICIPALIDAD DISTRITAL DE NUÑOA|Jr. Alfonso Ugarte N° 218
210807|PUNO|MELGAR|ORURILLO|MUNICIPALIDAD DISTRITAL DE ORURILLO|Jr. Junín N° 1
210808|PUNO|MELGAR|SANTA ROSA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA|Plaza de Armas N° 101
210809|PUNO|MELGAR|UMACHIRI|MUNICIPALIDAD DISTRITAL DE UMACHIRI|Plaza de Armas N° 100
210901|PUNO|MOHO|MOHO|MUNICIPALIDAD PROVINCIAL DE MOHO|Calle Lima N° 133
210902|PUNO|MOHO|CONIMA|MUNICIPALIDAD DISTRITAL DE CONIMA|Plaza de Armas S/N
210903|PUNO|MOHO|HUAYRAPATA|MUNICIPALIDAD DISTRITAL DE HUAYRAPATA|Jr. San Rosa S/N
210904|PUNO|MOHO|TILALI|MUNICIPALIDAD DISTRITAL DE TILALI|Jr. Cultura S/N - Plaza de Armas
211001|PUNO|SAN ANTONIO DE PUTINA|PUTINA|MUNICIPALIDAD PROVINCIAL DE PUTINA|Plaza de Armas N° 108
211002|PUNO|SAN ANTONIO DE PUTINA|ANANEA|MUNICIPALIDAD DISTRITAL DE ANANEA|Plaza Miguel Grau S/N
211003|PUNO|SAN ANTONIO DE PUTINA|PEDRO VILCA APAZA|MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA|Plaza de Armas N° 130
211004|PUNO|SAN ANTONIO DE PUTINA|QUILCAPUNCU|MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU|Plaza de Armas N° 312
211005|PUNO|SAN ANTONIO DE PUTINA|SINA|MUNICIPALIDAD DISTRITAL DE SINA|Jr. Santa Cruz S/N
211101|PUNO|SAN ROMÁN|JULIACA|MUNICIPALIDAD PROVINCIAL DE JULIACA|Jr. Jáuregui N° 321
211102|PUNO|SAN ROMÁN|CABANA|MUNICIPALIDAD DISTRITAL DE CABANA|Jr. San Román S/N
211103|PUNO|SAN ROMÁN|CABANILLAS|MUNICIPALIDAD DISTRITAL DE CABANILLAS|Jr. Municipalidad N° 114 Km. 1
211104|PUNO|SAN ROMÁN|CARACOTO|MUNICIPALIDAD DISTRITAL DE CARACOTO|Jr. Arequipa N° 100
211105|PUNO|SAN ROMÁN|SAN MIGUEL|MUNICIPALIDAD DISTRITAL DE SAN MIGUEL|Av. El Triunfo N° 730
211201|PUNO|SANDIA|SANDIA|MUNICIPALIDAD PROVINCIAL DE SANDIA|Jr. Arica N° 420
211202|PUNO|SANDIA|CUYOCUYO|MUNICIPALIDAD DISTRITAL DE CUYOCUYO|Plaza de Armas S/N
211203|PUNO|SANDIA|LIMBANI|MUNICIPALIDAD DISTRITAL DE LIMBANI|Calle Ocho de Octubre S/N
211204|PUNO|SANDIA|PATAMBUCO|MUNICIPALIDAD DISTRITAL DE PATAMBUCO|Plaza de Armas S/N
211205|PUNO|SANDIA|PHARA|MUNICIPALIDAD DISTRITAL DE PHARA|Jr. Sucre S/N
211206|PUNO|SANDIA|QUIACA|MUNICIPALIDAD DISTRITAL DE QUIACA|Plaza de Armas S/N
211207|PUNO|SANDIA|SAN JUAN DEL ORO|MUNICIPALIDAD DISTRITAL DE SAN JUAN DEL ORO|Jr. Tambopata S/N
211208|PUNO|SANDIA|YANAHUAYA|MUNICIPALIDAD DISTRITAL DE YANAHUAYA|Plaza de Armas S/N
211209|PUNO|SANDIA|ALTO INAMBARI|MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI|Av. Agricultura S/N
211210|PUNO|SANDIA|SAN PEDRO DE PUTINA PUNCO|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO|Av. Circunvalación S/N - Plaza de Armas
211301|PUNO|YUNGUYO|YUNGUYO|MUNICIPALIDAD PROVINCIAL DE YUNGUYO|Jr. Zepita N° 112 - Plaza de Armas
211302|PUNO|YUNGUYO|ANAPIA|MUNICIPALIDAD DISTRITAL DE ANAPIA|Av. Acuática S/N
211303|PUNO|YUNGUYO|COPANI|MUNICIPALIDAD DISTRITAL DE COPANI|Plaza de Armas S/N
211304|PUNO|YUNGUYO|CUTURAPI|MUNICIPALIDAD DISTRITAL DE CUTURAPI|Av. Unión S/N - Plaza de Armas
211305|PUNO|YUNGUYO|OLLARAYA|MUNICIPALIDAD DISTRITAL DE OLLARAYA|Av. San Miguel S/N Km. 15 - Plaza de Armas
211306|PUNO|YUNGUYO|TINICACHI|MUNICIPALIDAD DISTRITAL DE TINICACHI|Plaza de Armas S/N
211307|PUNO|YUNGUYO|UNICACHI|MUNICIPALIDAD DISTRITAL DE UNICACHI|Plaza de Armas S/N
220101|SAN MARTÍN|MOYOBAMBA|MOYOBAMBA|MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA|Jr. Pedro Canga N° 262
220102|SAN MARTÍN|MOYOBAMBA|CALZADA|MUNICIPALIDAD DISTRITAL DE CALZADA|Av. Alfonso Ugarte N° 1010 Mz. 59 Lt. 11
220103|SAN MARTÍN|MOYOBAMBA|HABANA|MUNICIPALIDAD DISTRITAL DE HABANA|Jr. Bolívar N° 300
220104|SAN MARTÍN|MOYOBAMBA|JEPELACIO|MUNICIPALIDAD DISTRITAL DE JEPELACIO|Jr. 26 de Octubre N° 100
220105|SAN MARTÍN|MOYOBAMBA|SORITOR|MUNICIPALIDAD DISTRITAL DE SORITOR|Jr. Hipólito Rangel N° 510
220106|SAN MARTÍN|MOYOBAMBA|YANTALO|MUNICIPALIDAD DISTRITAL DE YANTALO|Jr. Libertad N° 357 Mz. 21 Lt. 1B
220201|SAN MARTÍN|BELLAVISTA|BELLAVISTA|MUNICIPALIDAD PROVINCIAL DE BELLAVISTA|Av. San Martín N° 681
220202|SAN MARTÍN|BELLAVISTA|ALTO BIAVO|MUNICIPALIDAD DISTRITAL DE ALTO BIAVO|Jr. José Olaya S/N Mz. 9 Lt. 3
220203|SAN MARTÍN|BELLAVISTA|BAJO BIAVO|MUNICIPALIDAD DISTRITAL DE BAJO BIAVO|Jr. Víctor Raúl Haya de La Torre S/N
220204|SAN MARTÍN|BELLAVISTA|HUALLAGA|MUNICIPALIDAD DISTRITAL DE HUALLAGA|Calle Yupanqui S/N Mz. 44 Lt. 7
220205|SAN MARTÍN|BELLAVISTA|SAN PABLO|MUNICIPALIDAD DISTRITAL DE SAN PABLO|Jr. Miguel Grau S/N - Plaza de Armas
220206|SAN MARTÍN|BELLAVISTA|SAN RAFAEL|MUNICIPALIDAD DISTRITAL DE SAN RAFAEL|Jr. Lima S/N
220301|SAN MARTÍN|EL DORADO|SAN JOSÉ DE SISA|MUNICIPALIDAD PROVINCIAL DE SAN JOSÉ DE SISA|Jr. Tacna N° 475
220302|SAN MARTÍN|EL DORADO|AGUA BLANCA|MUNICIPALIDAD DISTRITAL DE AGUA BLANCA|Jr. Óscar R. Benavides N° 321
220303|SAN MARTÍN|EL DORADO|SAN MARTÍN|MUNICIPALIDAD DISTRITAL DE SAN MARTÍN|Jr. Loreto N° 420 Mz. 18 Lt. 11
220304|SAN MARTÍN|EL DORADO|SANTA ROSA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA|Jr. Víctor Andrés Belaunde S/N
220305|SAN MARTÍN|EL DORADO|SHATOJA|MUNICIPALIDAD DISTRITAL DE SHATOJA|Jr. Progreso S/N
220401|SAN MARTÍN|HUALLAGA|SAPOSOA|MUNICIPALIDAD PROVINCIAL DE SAPOSOA|Av. Loreto N° 415 Mz. 20 Lt. 4
220402|SAN MARTÍN|HUALLAGA|ALTO SAPOSOA|MUNICIPALIDAD DISTRITAL DE ALTO SAPOSOA|Av. Pasarraya S/N Mz. 30 Lt. 9
220403|SAN MARTÍN|HUALLAGA|EL ESLABÓN|MUNICIPALIDAD DISTRITAL DE EL ESLABÓN|Jr. Comercio N° 206 Mz. Z Lt. 1
220404|SAN MARTÍN|HUALLAGA|PISCOYACU|MUNICIPALIDAD DISTRITAL DE PISCOYACU|Jr. 28 de Julio Cuadra 3 S/N
220405|SAN MARTÍN|HUALLAGA|SACANCHE|MUNICIPALIDAD DISTRITAL DE SACANCHE|Calle Miguel Grau N° 320 Mz. 32 Lt. 1
220406|SAN MARTÍN|HUALLAGA|TINGO DE SAPOSOA|MUNICIPALIDAD DISTRITAL DE TINGO DE SAPOSOA|Calle Alfonso Ugarte S/N
220501|SAN MARTÍN|LAMAS|LAMAS|MUNICIPALIDAD PROVINCIAL DE LAMAS|Jr. Zósimo Rivas N° 282 Mz. 76 Lt. 11
220502|SAN MARTÍN|LAMAS|ALONSO DE ALVARADO|MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO|Jr. Moyobamba N° 478
220503|SAN MARTÍN|LAMAS|BARRANQUITA|MUNICIPALIDAD DISTRITAL DE BARRANQUITA|Jr. Florida S/N
220504|SAN MARTÍN|LAMAS|CAYNARACHI|MUNICIPALIDAD DISTRITAL DE CAYNARACHI|Jr. Manuel Prado S/N Mz. 44 Lt. 4
220505|SAN MARTÍN|LAMAS|CUÑUMBUQUI|MUNICIPALIDAD DISTRITAL DE CUÑUMBUQUI|Jr. Grau N° 118 Km. 2
220506|SAN MARTÍN|LAMAS|PINTO RECODO|MUNICIPALIDAD DISTRITAL DE PINTO RECODO|Jr. Lamas S/N
220507|SAN MARTÍN|LAMAS|RUMISAPA|MUNICIPALIDAD DISTRITAL DE RUMISAPA|Jr. San Martín N° 569 Mz. 18 Lt. 1
220508|SAN MARTÍN|LAMAS|SAN ROQUE DE CUMBAZA|MUNICIPALIDAD DISTRITAL DE SAN ROQUE DE CUMBAZA|Jr. Lima N° 305
220509|SAN MARTÍN|LAMAS|SHANAO|MUNICIPALIDAD DISTRITAL DE SHANAO|Jr. Eleodoro Pinedo Torres S/N - Plaza de Armas
220510|SAN MARTÍN|LAMAS|TABALOSOS|MUNICIPALIDAD DISTRITAL DE TABALOSOS|Jr. Iquitos S/N Mz. 82 Lt. 1 - Plaza Central
220511|SAN MARTÍN|LAMAS|ZAPATERO|MUNICIPALIDAD DISTRITAL DE ZAPATERO|Jr. Progreso S/N Mz. 32 Lt. 4 - Plaza de Armas
220601|SAN MARTÍN|MARISCAL CÁCERES|JUANJUÍ|MUNICIPALIDAD PROVINCIAL DE JUANJUÍ|Jr. Miguel Grau N° 337
220602|SAN MARTÍN|MARISCAL CÁCERES|CAMPANILLA|MUNICIPALIDAD DISTRITAL DE CAMPANILLA|Jr. Mariscal Castilla S/N Mz. 32 Lt. 1
220603|SAN MARTÍN|MARISCAL CÁCERES|HUICUNGO|MUNICIPALIDAD DISTRITAL DE HUICUNGO|Jr. Santa Rosa S/N Mz. 21 Lt. 1
220604|SAN MARTÍN|MARISCAL CÁCERES|PACHIZA|MUNICIPALIDAD DISTRITAL DE PACHIZA|Jr. Constitución S/N Mz. 37 Lt. 8
220605|SAN MARTÍN|MARISCAL CÁCERES|PAJARILLO|MUNICIPALIDAD DISTRITAL DE PAJARILLO|Jr. Progreso S/N Mz. 18 Lt. 1
220701|SAN MARTÍN|PICOTA|PICOTA|MUNICIPALIDAD PROVINCIAL DE PICOTA|Jr. Miguel Grau N° 396
220702|SAN MARTÍN|PICOTA|BUENOS AIRES|MUNICIPALIDAD DISTRITAL DE BUENOS AIRES|Jr. Tarapoto N° 430
220703|SAN MARTÍN|PICOTA|CASPISAPA|MUNICIPALIDAD DISTRITAL DE CASPISAPA|Jr. Manco Cápac S/N
220704|SAN MARTÍN|PICOTA|PILLUANA|MUNICIPALIDAD DISTRITAL DE PILLUANA|Jr. Lima S/N
220705|SAN MARTÍN|PICOTA|PUCACACA|MUNICIPALIDAD DISTRITAL DE PUCACACA|Jr. Arequipa N° 380
220706|SAN MARTÍN|PICOTA|SAN CRISTÓBAL|MUNICIPALIDAD DISTRITAL DE SAN CRISTÓBAL|Jr. Comercio S/N Mz. 8 Lt. 13 Km. 76
220707|SAN MARTÍN|PICOTA|SAN HILARIÓN|MUNICIPALIDAD DISTRITAL DE SAN HILARIÓN|Jr. Francisco Bolognesi N° 430 Mz. 27 Lt. 15
220708|SAN MARTÍN|PICOTA|SHAMBOYACU|MUNICIPALIDAD DISTRITAL DE SHAMBOYACU|Jr. Ricardo Palma S/N
220709|SAN MARTÍN|PICOTA|TINGO DE PONASA|MUNICIPALIDAD DISTRITAL DE TINGO DE PONASA|Jr. Manuel Prado N° 202 Mz. 14 Lt. 2 - Plaza de Armas
220710|SAN MARTÍN|PICOTA|TRES UNIDOS|MUNICIPALIDAD DISTRITAL DE TRES UNIDOS|Jr. Ucayali N° 110 Mz. 38 Lt. 7
220801|SAN MARTÍN|RIOJA|RIOJA|MUNICIPALIDAD PROVINCIAL DE RIOJA|Jr. San Martín N° 1000
220802|SAN MARTÍN|RIOJA|AWAJUN|MUNICIPALIDAD DISTRITAL DE AWAJUN|Jr. Awajun N° 185 Mz. H Lt. 1
220803|SAN MARTÍN|RIOJA|ELIAS SOPLÍN VARGAS|MUNICIPALIDAD DISTRITAL DE ELIAS SOPLÍN VARGAS|Av. Galilea N° 452 Mz. 25 Lt. 13
220804|SAN MARTÍN|RIOJA|NUEVA CAJAMARCA|MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA|Jr. Huallaga con Bolognesi N° 103
